Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,Monto_MDP,Fecha_Firma
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00101301,"SERVICIO INTEGRAL DEL CENTRO DE CONTACTO, PROGRAMAS DE PENSIÓN PARA EL BIENESTAR","SERVICIO INTEGRAL DEL CENTRO DE CONTACTO, PROGRAMAS DE PENSIÓN PARA EL BIENESTAR",33903,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-20-411-020000999-N-91-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-10-28 23:35:16,2025-11-14 16:00:00,2025-11-18 23:00:00,C-2025-00124517,411.201.33903.209/2025,"SERVICIO INTEGRAL DEL CENTRO DE CONTACTO, PROGRAMAS DE PENSIÓN PARA EL BIENESTAR","INFORMAR, ORIENTAR Y CANALIZAR A LA CIUDADANÍA, CON RESPECTO AL PROGRAMA PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES.",SI,PUBLICADO,18/11/2025,31/12/2026,,254259720.0,MXN,,,,,,,,,,,,,,,,,,,SEN151012277,SAMBALCA ENTERPRISE SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/e3b09419f5044cd18f2b34e382017d97/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000992,"DELEGACION YUCATAN, SUBDELEGACION DE ADMINISTRACION",E-2025-00033761,SBDY/LIMPIEZA/001/2025,CONTRATACIÓN DE SERVICIOS DE LIMPIEZA,35801,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-151-020000992-N-15-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-04-23 18:54:53,,2025-02-01 00:00:00,C-2025-00036828,SBDY/LIMPIEZA/001/2025,CONTRATACIÓN DE SERVICIOS DE LIMPIEZA,CONTRATACIÓN DE SERVICIOS DE LIMPIEZA DURANTE LOS MESES DE FEBRERO A MAYO,NO,PUBLICADO,01/02/2025,31/05/2025,,140229.92,MXN,,,,,,,,,,,,,,,,,,,SER240717RD9,SERVNOR SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/9a2319e84664473cba0db4d786a9e5ea/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000027,DELEGACIÓN CAMPECHE,E-2025-00007856,AA-020000027-E2-2025,SERVICIO DE IMPRESIÓN,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-124-020000027-N-2-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-01-22 17:55:00,,2025-01-20 00:00:00,C-2025-00004495,AA-020000027-E2-2025,SERVICIO DE IMPRESIÓN,"SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO PARA LA OPERACIÓN, PUBLICIDAD Y DIFUSIÓN DE LOS PROGRAMAS SOCIALES A CARGO DE LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN CAMPECHE",NO,PUBLICADO,24/01/2025,01/02/2025,2025-01-29 10:16:20,296939.2,MXN,NO,2025-A-A-NAC-A-A-20-124-00003080,FORMALIZADO,2025-01-29 10:16:20,Abierto,129310.2,149999.83,296939.2,344449.47,MXN,NO,,,,,,,,SGR1406116Q9,SANBURG GRUPO SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/23d66bfcf249426d87a1c2e59bbf73b1/procedimiento,0.34444947,2025-01-29 10:16:20
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000002,DELEGACION DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE OAXACA,E-2025-00008229,SB-SA-OAX-AAS-015-2025,SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO,33604,LAASSP,"ADJUDICACIÓN DIRECTA POR ADJUDICACIÓN A PROVEEDOR CON CONTRATO VIGENTE, BAJO LAS MISMAS CONDICIONES",ART. 41 FR. III,"PÉRDIDAS O COSTOS ADICIONALES, CUANTIFICADOS Y JUSTIFICADOS, O ENTRE OTROS SUPUESTOS, SE TRATE DE PROVEEDOR QUE TENGA CONTRATO VIGENTE ADJUDICADO POR LICITACIÓN PÚBLICA.",,NO,,,,,AA-20-140-020000002-N-9-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-01-23 18:04:29,,2025-01-11 00:00:00,C-2025-00004710,SB-SA-OAX-AAS-015-2025,SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO,"SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO, PARA LA SECRETARIA DE BIENESTAR, DELEGACIÓN OAXACA.",NO,PUBLICADO,13/01/2025,31/01/2025,,50820.0,MXN,,,,,,,,,,,,,,,,,,,SICA621124HT0,ALEJANDRO MARTIN SILVA CANCINO,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/638d62ddf5eb4f85a4ce5deb530dd57a/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000002,DELEGACION DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE OAXACA,E-2025-00043023,SB-SA-OAX-AAS-037-2025,SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO DERIVADO DE LA OPERA,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-140-020000002-N-39-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-05-19 20:57:21,,2025-04-29 00:00:00,C-2025-00046661,SB-SA-OAX-AAS-037-2025,SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO DERIVADO DE LA OPERA,SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO DERIVADO DE LA OPERACIÓN Y ADMINISTRACIÓN DE LAS DEPENDENCIAS Y ENTIDADES,NO,PUBLICADO,30/04/2025,31/05/2025,,86010.0,MXN,,,,,,,,,,,,,,,,,,,SICA621124HT0,ALEJANDRO MARTIN SILVA CANCINO,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/edab8815a41945a7a41df8be660502a1/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000002,DELEGACION DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE OAXACA,E-2025-00070884,SB-SA-OAX-AAS-050-2025,SERVICIO DE IMPRESION Y ELABORACION DE MATERIAL INFORMATIVO,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-140-020000002-N-52-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-08-09 20:01:19,,2025-07-01 00:00:00,C-2025-00081787,SB-SA-OAX-AAS-050-2025,SERVICIO DE IMPRESION Y ELABORACION DE MATERIAL INFORMATIVO,SERVICIO DE IMPRESION Y ELABORACIÓN DE MATERIAL INFORMATIVO DERIVADO DE LA OPERACIÓN Y ADMINISTRACIÓN DE LAS DEPENDENCIAS Y ENTIDADES,NO,PUBLICADO,03/07/2025,08/08/2025,,129195.0,MXN,,,,,,,,,,,,,,,,,,,SICA621124HT0,ALEJANDRO MARTIN SILVA CANCINO,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/30b1ede9953848fd94a80427cbb5a2c7/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000002,DELEGACION DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE OAXACA,E-2025-00119362,SB-SA-OAX-AAS-073-2025,SERVICIO DE IMPRESION Y ELABORACION DE MATERIAL INFORMATIVO,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-140-020000002-N-74-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-12-18 19:31:43,,2025-12-16 00:00:00,C-2025-00134750,SB-SA-OAX-AAS-073-2025,SERVICIO DE IMPRESION Y ELABORACION DE MATERIAL INFORMATIVO,"SERVICIO DE IMPRESION Y ELABORACION DE MATERIAL INFORMATIVO DERIVADO DE LA OPERACION Y ADMINISTRACION DE LAS DEPENDENCIAS Y ENTIDADES, PARA LAS 15 DIRECCIONES REGIONALES DEL PROGRAMA DE APOYO PARA EL BIENESTAR DE NIÑAS Y NIÑOS, HIJOS DE MADRES TRABAJADORAS",NO,PUBLICADO,19/12/2025,30/12/2025,,197000.0,MXN,,,,,,,,,,,,,,,,,,,SICA621124HT0,ALEJANDRO MARTIN SILVA CANCINO,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/1b1802ea2d4247b7947f098689c4dbec/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000020,"DELEGACIÓN AGUASCALIENTES, COORDINACIÓN DE RECURSOS MATERIALES Y FINANCIEROS",E-2025-00073917,CAMVT08/2025,SERVICIO DE MANTENIMIENTO DE VEHÍCULOS,35501,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-121-020000020-I-8-2025,ADQUISICIONES,INTERNACIONAL ABIERTO,,NO,NO,,,,2025-08-29 23:24:59,,2025-07-01 00:00:00,C-2025-00094267,CAMVT08/2025,SERVICIO DE MANTENIMIENTO DE VEHÍCULOS,LA PRESTACIÓN DEL SERVICIO DE MANTENIMIENTO (PREVENTIVO) Y/O REPARACIÓN (CORRECTIVO) DE VEHÍCULOS TERRESTRES PROPIEDAD DE LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO  EN EL ESTADO DE AGUASCALIENTES,NO,PUBLICADO,01/07/2025,31/12/2025,2025-07-01 00:00:00,323275.86,MXN,NO,2025-A-A-INA-A-A-20-121-00077838,FORMALIZADO,2025-07-01 00:00:00,Abierto,129310.34,150000.0,323275.86,375000.0,MXN,NO,,,,,,,,SIGR7604167C7,RICARDO SILVA GONZALEZ,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/06a947d1b61244c9b3813be11b4db6ee/procedimiento,0.375,2025-07-01 00:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00115900,411.110.36101.219/2025,SERVICIO DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA PROGRAMAS DE B,36101,LAASSP,ADJUDICACIÓN DIRECTA POR AUTORIZACIÓN DEL TUAF O EQUIVALENTE,ART. 55 PÁRRAFO SEGUNDO,"ADJUDICACIÓN DIRECTA AUTORIZADA POR EL TUAF O EQUIVALENTE, CUANDO LA OPERACIÓN CORRESPONDE AL MONTO DE UNA INVITACIÓN A CUANDO MENOS TRES PERSONAS.",,NO,,,,,AA-20-411-020000999-N-110-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-12-10 02:16:24,,2025-12-08 00:00:00,C-2025-00131947,411.110.36101.219/2025,SERVICIO DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA PROGRAMAS DE B,"SERVICIO DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PROGRAMAS DE BIENESTAR, VERSIONES: SALUD CASA POR CASA, PENSIÓN MUJERES BIENESTAR, FONDO DE APORTACIONES PARA LA INFRAESTRUCTURA SOCIAL, PROGRAMAS BIENESTAR I Y PROGRAMAS BIENESTAR II",NO,PUBLICADO,09/12/2025,31/12/2025,,1587567.9,MXN,,,,,,,,,,,,,,,,,,,SIH170728G89,SERVICIOS EN INTERNET HIRMA S DE RL DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/920e28e4081f485994ab7dbe6a91f9ee/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00016090,411.411.35801.008/2025,SERVICIO INTEGRAL DE LIMPIEZA,35801,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO INTEGRAL DE LIMPIEZA,NO,,,,,IA-20-411-020000999-N-6-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-02-27 02:56:43,2025-03-03 18:00:00,2025-03-04 18:00:00,C-2025-00017809,411.411.35801.010/2025,SERVICIO INTEGRAL DE LIMPIEZA,"PROPORCIONAR EL SERVICIO INTEGRAL DE LIMPIEZA A BIENES MUEBLES, INMUEBLES DE LA SECRETARÍA DE BIENESTAR EN LOS DIVERSOS EDIFICIOS PROPIEDAD Y/O EN USO DE LA SECRETARÍA.",NO,PUBLICADO,05/03/2025,31/12/2025,,2013480.0,MXN,,,,,,,,,,,,,,,,,,,SIR220609IA9,SERVICIOS INTEGRALES RETIMAR SA DE CV,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4ce0670b83e043a2be12bff14709dc0f/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00016090,411.411.35801.008/2025,SERVICIO INTEGRAL DE LIMPIEZA,35801,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO INTEGRAL DE LIMPIEZA,NO,,,,,IA-20-411-020000999-N-6-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-02-27 02:56:43,2025-03-03 18:00:00,2025-03-04 18:00:00,C-2025-00069488,411.411.35801.049/2025,SERVICIO INTEGRAL DE LIMPIEZA,"PROPORCIONAR EL SERVICIO INTEGRAL DE LIMPIEZA A BIENES MUEBLES, INMUEBLES DE LA SECRETARÍA DE BIENESTAR EN LOS DIVERSOS EDIFICIOS PROPIEDAD Y/O EN USO DE LA SECRETARÍA.",NO,PUBLICADO,01/07/2025,31/12/2025,2025-07-02 00:00:00,12080880.0,MXN,NO,2025-A-I-NAC-A-A-20-411-00090606,FORMALIZADO,2025-07-02 00:00:00,Abierto,12080880.0,14013820.8,13186320.0,15296131.2,MXN,NO,,,,,,,,SIR220609IA9,SERVICIOS INTEGRALES RETIMAR SA DE CV,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4ce0670b83e043a2be12bff14709dc0f/procedimiento,15.2961312,2025-07-02 00:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000877,DELEGACION TAMAULIPAS,E-2025-00080474,AD-020000877-032-2025,SERVICIO DE VIGILANCIA,33801,LAASSP,ADJUDICACIÓN DIRECTA POR AUTORIZACIÓN DEL TUAF O EQUIVALENTE,ART. 55 PÁRRAFO SEGUNDO,"ADJUDICACIÓN DIRECTA AUTORIZADA POR EL TUAF O EQUIVALENTE, CUANDO LA OPERACIÓN CORRESPONDE AL MONTO DE UNA INVITACIÓN A CUANDO MENOS TRES PERSONAS.",,NO,,,,,AA-20-148-020000877-N-32-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-08-28 03:02:24,,2025-08-18 00:00:00,C-2025-00093055,AD-020000877-032-2025,SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,NO,PUBLICADO,01/09/2025,31/12/2025,,148568.0,MXN,,,,,,,,,,,,,,,,,,,SIS170207I41,SISEYET SA DE CV,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/5f126616e006403a9f34659dac78bcaf/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000002,DELEGACION DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE OAXACA,E-2025-00024678,SB-SA-OAX-AAS-030-2025,"ARRENDAMIENTO DE VEHICULOS TERRESTRES, AEREOS, MARITIMOS, LACUSTRES Y FLUVIALES",32502,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-140-020000002-N-26-2025,ARRENDAMIENTOS,NACIONAL,,NO,NO,,,,2025-03-19 20:48:17,,2025-03-07 00:00:00,C-2025-00025098,SB-SA-OAX-AAS-030-2025,"ARRENDAMIENTO DE VEHICULOS TERRESTRES, AEREOS, MARITIMOS, LACUSTRES Y FLUVIALES","ARRENDAMIENTO DE VEHICULOS TERRESTRES, AEREOS, MARITIMOS, LACUSTRES Y FLUVIALES PARA SERVICIOS PÚBLICOS Y LA OPERACIÓN DE PROGRAMAS  PUBLICOS",NO,PUBLICADO,08/03/2025,31/03/2025,,172400.0,MXN,,,,,,,,,,,,,,,,,,,SLC210510P95,"SPACE LOGISTICS CLOVER, LOGISTICA Y SERVICIO DE TRANSPORTE SA DE",,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/dc35551cc93f474b9dc7015236b2f8fb/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000009,DELEGACION NAYARIT,E-2025-00012797,SEDEBIEN/NAY/LIM/01/2025,SERVICIO INTEGRAL DE LIMPIEZA,35801,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-138-020000009-N-15-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-02-26 20:01:44,,2025-01-14 00:00:00,C-2025-00014981,SEDEBIEN/NAY/LIM/01/2025,SERVICIO INTEGRAL DE LIMPIEZA,SERVICIO INTEGRAL DE LIMPIEZA DE LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE NAYARIT,NO,PUBLICADO,16/01/2025,14/02/2025,2025-01-17 01:00:00,59500.0,MXN,NO,2025-A-A-NAC-A-C-20-138-00021965,FORMALIZADO,2025-01-17 01:00:00,Cerrado,59500.0,,69020.0,,MXN,NO,,,59500.0,,,,,SLI151211M89,SERVICIOS DE LIMPIEZA INMOBILIARIA Y URBANA S DE RL DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/5f7f68d654784ff6b6063a2161ea27a7/procedimiento,,2025-01-17 01:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00052147,411.411.35701.049/2025,SERVICIO DE MANTO PREVENTIVO Y CORRECTIVO A ELEVADORES DE LA MARCA OTIS Y MITSUB,35701,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-20-411-020000999-N-54-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-06-26 03:13:48,2025-07-01 17:00:00,2025-07-02 23:00:00,C-2025-00067214,411.411.35701.051/2025,SERVICIO DE MANTO PREVENTIVO Y CORRECTIVO A ELEVADORES DE LA MARCA OTIS Y MITSUB,"PROPORCIONAR EL SERVICIO A LOS ELEVADORES MARCA OTIS Y MITSUBISHI, EN EL INMUEBLE EN PROPIEDAD Y/O EN USO DE LA SECRETARÍA.",NO,PUBLICADO,03/07/2025,31/12/2025,2025-07-07 00:00:00,1724137.93,MXN,NO,2025-A-I-NAC-A-A-20-411-00090697,FORMALIZADO,2025-07-07 00:00:00,Abierto,689655.17,800000.0,1724137.93,2000000.0,MXN,NO,,,,,,,,SLM1805215B7,SWORD LIFT MEXICO SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/e60a20ac7540432590ebfd114ab1205e/procedimiento,2.0,2025-07-07 00:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000011,DELEGACION CHIHUAHUA,E-2025-00034525,20-128-02-25-016,POLISELEX04,35801,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-128-020000011-N-14-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-04-23 21:36:33,,2025-01-01 00:00:00,C-2025-00037454,30801-15,POLISELEX04,MANTENER LIMPIAS LAS OFICINAS,NO,PUBLICADO,06/01/2025,31/12/2025,,1199400.0,MXN,,,,,,,,,,,,,,,,,,,SLP1208166B1,SERVICIOS DE LIMPIEZA POLISELEX SA DE CV,442782,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/80ca0b2869b842e295aa9c18f70a87f2/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000998,SUBDELEGACIÓN DE ADMINISTRACIÓN EN LA DELEGACIÓN NUEVO LEÓN,E-2025-00002862,BIENL/ADQ/MAT-LIMP/01/2025,ADQUISICIÓN DE MATERIAL DE LIMPIEZA PARA BIENESTAR NL ENERO 2025,21601,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-139-020000998-N-4-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-01-13 19:58:40,,2025-01-01 00:00:00,C-2025-00002583,BIENL/ADQ/MAT-LIMP/01/2024,ADQUISICIÓN DE MATERIAL DE LIMPIEZA PARA BIENESTAR NL ENERO 2025,ADQUISICION DE MATERIAL DE LIMPIEZA PARA EL SUMINISTRO EN LAS OFICINAS Y CENTROS DE ATENCION DE LA SECRETARIA DE BIENESTAR DELEGACION NUEVO LEON,NO,PUBLICADO,01/01/2025,31/01/2025,2025-01-14 15:12:39,213208.59,MXN,NO,2025-A-A-NAC-A-C-20-139-00001329,FORMALIZADO,2025-01-14 15:12:39,Cerrado,213208.59,,247321.96,,MXN,NO,,,213208.59,,,,,SMA100826IH3,SERVICIOS MADO SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/6b74886aba084525bf9f0719c8d1dceb/procedimiento,,2025-01-14 15:12:39
